2.955889122306768185e-03 2.908881555415205639e+03 2.961559373813478630e-08 2.743596264459389673e-07 4.651679614752601138e-02
4.433833683460134713e-03 2.904501912174679092e+03 2.958306267191276738e-08 2.722502486517420556e-07 4.655867321303867185e-02
5.911778244613526828e-03 2.916337292554020223e+03 3.007270165194188495e-08 2.774516286712174045e-07 4.633773926862833764e-02
7.389722805766919811e-03 2.845125759517386086e+03 3.040282288852092591e-08 2.788102707037129277e-07 4.629442758754475501e-02
8.867667366920312794e-03 2.783894435783372501e+03 3.108396687908240224e-08 2.855087425348852221e-07 4.605894953319192298e-02
1.034561192807370404e-02 2.741676211619554579e+03 3.189586193344234027e-08 2.943106874015845641e-07 4.573717061465269740e-02
1.182355648922709702e-02 2.665206198157145536e+03 3.282420084786768585e-08 3.035974688695346081e-07 4.542622608193563893e-02
1.330150105038044490e-02 2.599785879164385278e+03 3.374127738170843924e-08 3.112112429629229869e-07 4.517358063608599428e-02
1.477944561153383962e-02 2.498434408731773601e+03 3.451097943014929123e-08 3.161004802176631408e-07 4.496733404573653031e-02
1.625739017268722914e-02 2.419576922927421492e+03 3.528729177336999284e-08 3.219823730290942655e-07 4.468170789548413235e-02
1.773533473384062559e-02 2.306025718022688579e+03 3.598412523237743077e-08 3.257411872694272790e-07 4.443075921484610641e-02
1.921327929499401510e-02 2.213801220250432834e+03 3.666635651144138527e-08 3.298103821669505340e-07 4.413850747430809324e-02
2.069122385614740808e-02 2.104200877428438616e+03 3.728579711618120159e-08 3.328538190997008096e-07 4.385466801199760373e-02
2.216916841730075943e-02 2.000616851080280640e+03 3.765289982861216835e-08 3.329117133722314887e-07 4.358642475937364591e-02
2.364711297845414895e-02 1.898306333090883754e+03 3.748318696600048355e-08 3.272487941365951683e-07 4.337015854835003792e-02
2.512505753960754540e-02 1.790793539890950569e+03 3.642861003424233549e-08 3.127591160280146872e-07 4.324831492680156209e-02
2.660300210076093491e-02 1.686379708088865073e+03 3.418934004203490847e-08 2.879279515254604789e-07 4.327769552783880536e-02
2.808094666191433136e-02 1.583386524689611633e+03 3.062535473669835444e-08 2.531652601692533238e-07 4.351585795775184118e-02
2.955889122306767924e-02 1.488729274076392130e+03 2.584252588598961641e-08 2.118511572919676737e-07 4.408572623907695137e-02
3.103683578422107223e-02 1.390085424492364837e+03 2.139702674196078454e-08 1.766258755346949802e-07 4.420162309445243437e-02
3.251478034537445827e-02 1.290762181409178766e+03 1.684126995799416883e-08 1.389694777625288261e-07 3.895786862699233272e-02
3.399272490652786166e-02 1.205315450565320134e+03 1.311479375196291274e-08 1.082318173926340334e-07 3.138497175584793047e-02
3.547066946768125117e-02 1.116206566335649086e+03 1.018815420094980798e-08 8.476205979405307841e-08 2.613095615611039577e-02
3.694861402883459905e-02 1.035844196459945351e+03 8.148178124177151025e-09 6.699685275714175452e-08 2.051756725081329072e-02
3.842655858998798857e-02 9.611763191106402928e+02 6.859888513613511785e-09 5.355390634246131089e-08 1.588776702917825412e-02
3.990450315114138502e-02 8.943708779394827388e+02 6.584716989073706624e-09 4.630747917561279605e-08 1.253109095708483146e-02
4.138244771229478147e-02 8.206564740915558787e+02 7.492257855796258527e-09 4.612838787828574536e-08 1.032204226484788150e-02
4.286039227344817099e-02 7.631758062035502235e+02 9.786618826567579948e-09 5.310938373703275776e-08 8.502618321637601950e-03
4.433833683460134539e-02 7.054210211133394068e+02 1.424322456531258238e-08 7.032699804934116245e-08 6.900680674772181021e-03
4.581628139575478348e-02 6.554441436731804060e+02 2.130148476888798915e-08 1.050546143337928935e-07 6.020103666675188751e-03
4.729422595690821463e-02 6.080219173950080176e+02 2.924072841316445342e-08 1.281257714694033272e-07 5.254416551596873680e-03
4.877217051806165271e-02 5.645196669898002710e+02 4.070643701397091943e-08 1.819382520070427732e-07 4.766407094639468420e-03
5.025011507921509080e-02 5.300439932978915749e+02 5.143542803481490151e-08 2.037969577020275882e-07 4.465650082390949793e-03
5.172805964036852888e-02 4.949053287951916786e+02 6.889779215552624645e-08 3.093350823820110551e-07 4.193943522844044425e-03
5.320600420152195309e-02 4.622925341142647540e+02 9.940290873107830965e-08 4.442746185005345492e-07 3.982280136327637915e-03
5.468394876267539118e-02 4.343247580905473910e+02 8.936866382306667231e-08 3.047931054363990560e-07 3.779187089648535815e-03
5.616189332382882926e-02 4.022468275020159467e+02 1.009677266453430138e-07 3.350520654563040592e-07 3.592000738975176764e-03
5.763983788498183714e-02 3.769847456048992740e+02 2.092584807265327706e-07 1.146401451682391148e-06 3.453505830187432197e-03
5.911778244613526828e-02 3.464189280539689548e+02 4.975676379487138426e-06 7.139604164190378440e-05 3.467355572870825520e-03
6.059572700728869943e-02 3.168990196685012393e+02 1.018678559123829938e-04 1.351731620362578044e-03 3.695024585684576236e-03
6.207367156844214445e-02 2.897645409270252799e+02 6.823298088842914355e-04 5.474586221382145290e-03 3.357865079726281808e-03
6.355161612959557560e-02 2.632312817248655961e+02 2.099941530032048767e-03 9.877874594076139006e-03 2.597732072630941358e-03
6.502956069074901368e-02 2.408888193718844377e+02 3.644423867505656653e-03 1.123815026641754138e-02 1.879748296803882349e-03
6.650750525190245177e-02 2.213229768051080839e+02 4.037201306432099991e-03 1.277767423336578431e-02 1.218156000567215081e-03
6.798544981305587598e-02 2.067653666406524735e+02 4.816779891906978160e-03 1.513894776063126266e-02 6.911977808363233911e-04
6.946339437420888385e-02 2.041873481936758026e+02 6.247127084669128368e-03 1.477544179654773256e-02 3.865809145057172761e-04
7.094133893536232194e-02 1.929905591242079481e+02 7.796370239800560868e-03 1.243385182965837769e-02 1.846980797874462482e-04
7.241928349651576002e-02 1.714021730809650421e+02 8.620351522590745039e-03 7.069292134409222057e-03 1.704616068935953081e-04
7.389722805766919811e-02 1.518680716805035900e+02 8.044990926085668348e-03 2.300772159396139924e-03 2.559731004602619053e-04
7.537517261882263619e-02 1.389266435024581199e+02 6.007563249764539398e-03 6.925072185100899884e-04 3.882943048093472158e-04
7.685311717997606040e-02 1.259313162250405469e+02 4.308614423957473835e-03 5.430886039945542971e-04 3.584261061993186670e-04
7.833106174112949849e-02 1.054396256712902726e+02 3.418625635958308807e-03 6.395924734548313548e-04 3.451361724555237218e-04
7.980900630228295045e-02 6.916844102026168173e+01 2.952055068922724169e-03 7.419623958200736395e-04 3.637921693318952828e-04
8.128695086343636078e-02 4.472977287255248768e+01 2.668019651888940604e-03 7.646480551446746760e-04 3.741902609622788523e-04
8.276489542458938253e-02 3.257237897269490645e+01 2.418851819446347223e-03 8.277900639887978904e-04 3.920731095635440538e-04
8.424283998574280674e-02 2.304701772447495856e+01 2.143941121079291894e-03 8.385888228144526687e-04 4.129729026636408851e-04
8.572078454689624483e-02 1.837241667287454305e+01 2.043900123972429948e-03 9.664667224006583080e-04 4.084014131495132668e-04
8.719872910804969679e-02 1.513240801390499790e+01 1.695921878572149684e-03 1.001961390768928064e-03 4.394440709116145686e-04
8.867667366920313488e-02 1.284491768367432485e+01 1.417966302671249930e-03 1.014311544058504790e-03 4.640130489024227377e-04
9.015461823035654521e-02 1.088639994222102025e+01 1.152547968853648644e-03 9.892085755240933274e-04 4.859477664258603593e-04
9.163256279150999717e-02 9.500187545339699113e+00 9.270026686130199969e-04 9.780427427021549155e-04 5.154869237448258612e-04
9.311050735266343525e-02 8.412029552423138767e+00 7.252698193659940645e-04 1.023426778624929962e-03 5.280673953831272914e-04
9.458845191381642925e-02 7.445125828067729934e+00 5.265563164836155373e-04 9.225330389490720611e-04 5.513826857085582945e-04
9.606639647496988121e-02 6.653271439861162762e+00 3.661135373622332115e-04 8.579588481125865898e-04 5.682328990609390902e-04
9.754434103612330542e-02 6.003355737346177889e+00 3.001316857681578395e-04 8.125075487170432299e-04 5.747405298902219951e-04
9.902228559727674351e-02 5.407844234025547259e+00 2.030651307238390561e-04 6.789518292314602023e-04 6.052045612319354112e-04
1.005002301584301816e-01 4.911047330110306142e+00 1.306542396954759645e-04 5.537112761876965446e-04 6.429547013995107890e-04
1.019781747195836058e-01 4.432759745001135343e+00 9.388338016530449188e-05 4.363237719582002336e-04 6.374611863073665350e-04
1.034561192807370578e-01 4.023212683188921446e+00 1.014000827180933865e-04 3.633924407935815734e-04 6.351870831842581491e-04
1.049340638418904820e-01 3.612755548360012892e+00 6.057803162475928414e-05 2.989576940885753289e-04 6.661636347828857590e-04
1.064120084030439062e-01 3.317701653907771941e+00 4.480149189905598627e-05 2.690534475661092830e-04 6.925614929563025804e-04
1.078899529641969279e-01 3.003950330742202635e+00 4.995710725002283056e-05 2.587286724264957309e-04 7.267706014661284852e-04
1.093678975253503799e-01 2.703540531601342778e+00 5.758934516978483789e-05 2.671199431060934529e-04 6.906238148440919586e-04
1.108458420865037763e-01 2.464680387168376896e+00 4.457819696801863595e-05 2.549468426202516577e-04 7.022818340766186652e-04
1.123237866476572283e-01 2.203768007299968801e+00 5.170314652394064788e-05 2.710585296164331397e-04 7.588076776618025553e-04
1.138017312088106803e-01 1.994757365738150767e+00 5.934571284120711851e-05 2.786933507668688890e-04 7.669797720052430341e-04
1.152796757699641045e-01 1.792997734957238576e+00 5.485116990766984328e-05 2.223848920388049957e-04 7.659739512926098774e-04
1.167576203311175287e-01 1.591136464402721939e+00 5.793976090195473403e-05 3.426345474409036164e-04 7.345896749384860785e-04
1.182355648922709529e-01 1.473553187124722719e+00 6.400926997754501611e-05 2.630832326781750146e-04 7.789576440944821116e-04
1.197135094534239746e-01 1.307426063556691220e+00 7.455213973018628428e-05 3.019357199787783396e-04 8.162373045464842072e-04
1.211914540145773989e-01 1.164137724503470972e+00 8.599577113587296320e-05 2.569114193872319945e-04 8.190939458187575283e-04
1.226693985757308369e-01 1.000000000000000000e+00 7.370793546681963908e-05 2.675452794950973143e-04 8.255930801030258916e-04
